image,frame_id,image_time,matched_lux_time,lux,time_diff_ms
frame_000301_jpg.rf.ZRCmfUjh3QKAwAXdn2Tg.jpg,301,2026-03-29 20:11:21.913,2026-03-29 20:11:21.834,4.9950004,79.0
frame_000302_jpg.rf.VeZUDsSwV341StDj41vH.jpg,302,2026-03-29 20:11:21.946,2026-03-29 20:11:21.834,4.9950004,112.0
frame_000303_jpg.rf.FiYwMURu06MJgNo8EFRH.jpg,303,2026-03-29 20:11:21.980,2026-03-29 20:11:21.834,4.9950004,146.0
frame_000304_jpg.rf.GG4ncnYMTsMEphnYUwbK.jpg,304,2026-03-29 20:11:22.013,2026-03-29 20:11:22.138,4.9950004,125.0
frame_000305_jpg.rf.H3PmCu7UMPt5tJf2Lc4T.jpg,305,2026-03-29 20:11:22.046,2026-03-29 20:11:22.138,4.9950004,92.0
frame_000306_jpg.rf.xux2NtOypQDTRzuCIpv1.jpg,306,2026-03-29 20:11:22.079,2026-03-29 20:11:22.138,4.9950004,59.0
frame_000307_jpg.rf.nuUm0vkcP5gSzhVaHuFq.jpg,307,2026-03-29 20:11:22.113,2026-03-29 20:11:22.138,4.9950004,25.0
frame_000308_jpg.rf.EKT4NFomU3RozHioa7Lt.jpg,308,2026-03-29 20:11:22.146,2026-03-29 20:11:22.138,4.9950004,8.0
frame_000309_jpg.rf.6XNWiIPrSUxpHvMgMAkz.jpg,309,2026-03-29 20:11:22.179,2026-03-29 20:11:22.138,4.9950004,41.0
frame_000310_jpg.rf.3hTRmkcXub86qQ8L5gqm.jpg,310,2026-03-29 20:11:22.213,2026-03-29 20:11:22.138,4.9950004,75.0
frame_000311_jpg.rf.iJopc6ya0Fsw9zcLOUI1.jpg,311,2026-03-29 20:11:22.246,2026-03-29 20:11:22.138,4.9950004,108.0
frame_000312_jpg.rf.E6IcMb6pMm6wS5N516gF.jpg,312,2026-03-29 20:11:22.279,2026-03-29 20:11:22.138,4.9950004,141.0
frame_000313_jpg.rf.7Y63h8rerXaUSrCQaF2g.jpg,313,2026-03-29 20:11:22.312,2026-03-29 20:11:22.441,4.9950004,129.0
frame_000314_jpg.rf.G1080nVrrSsLc5EUgjAp.jpg,314,2026-03-29 20:11:22.346,2026-03-29 20:11:22.441,4.9950004,95.0
frame_000315_jpg.rf.4UaUF9wKmGycNqRAzFI6.jpg,315,2026-03-29 20:11:22.379,2026-03-29 20:11:22.441,4.9950004,62.0
frame_000316_jpg.rf.mCGnRubAaRleXSEVrhys.jpg,316,2026-03-29 20:11:22.412,2026-03-29 20:11:22.441,4.9950004,29.0
frame_000317_jpg.rf.VZD0fAewi3n3rGC0lvMh.jpg,317,2026-03-29 20:11:22.446,2026-03-29 20:11:22.441,4.9950004,5.0
frame_000318_jpg.rf.fvjgldVea1ETBBibz5kB.jpg,318,2026-03-29 20:11:22.479,2026-03-29 20:11:22.441,4.9950004,38.0
frame_000319_jpg.rf.VBm6S77JNfHcKurd4bKl.jpg,319,2026-03-29 20:11:22.512,2026-03-29 20:11:22.441,4.9950004,71.0
frame_000320_jpg.rf.ZfZ0yY3i8pFkTJ8uvPrB.jpg,320,2026-03-29 20:11:22.546,2026-03-29 20:11:22.441,4.9950004,105.0
frame_000321_jpg.rf.LugdK4ZfALBIYjFzZxmR.jpg,321,2026-03-29 20:11:22.579,2026-03-29 20:11:22.441,4.9950004,138.0
frame_000322_jpg.rf.bkMiKxL5YzmcwFWakZha.jpg,322,2026-03-29 20:11:22.612,2026-03-29 20:11:22.742,4.9950004,130.0
frame_000323_jpg.rf.4PeCzV4UbkKa3iN3vcon.jpg,323,2026-03-29 20:11:22.645,2026-03-29 20:11:22.742,4.9950004,97.0
frame_000324_jpg.rf.w6tXYg2d92KGnTHgzXBY.jpg,324,2026-03-29 20:11:22.679,2026-03-29 20:11:22.742,4.9950004,63.0
frame_000325_jpg.rf.IE3VaCVeVkDJ5aCv3hr0.jpg,325,2026-03-29 20:11:22.712,2026-03-29 20:11:22.742,4.9950004,30.0
frame_000326_jpg.rf.Z1PXU6RO39172cfvwom1.jpg,326,2026-03-29 20:11:22.745,2026-03-29 20:11:22.742,4.9950004,3.0
frame_000327_jpg.rf.H2YAsbC2A2g1Hffjj7hY.jpg,327,2026-03-29 20:11:22.779,2026-03-29 20:11:22.742,4.9950004,37.0
frame_000328_jpg.rf.YnDGRANRTn8tygXgDlKY.jpg,328,2026-03-29 20:11:22.812,2026-03-29 20:11:22.742,4.9950004,70.0
frame_000329_jpg.rf.LzV8KQlyFjlWsKRTlSG0.jpg,329,2026-03-29 20:11:22.845,2026-03-29 20:11:22.742,4.9950004,103.0
frame_000330_jpg.rf.jqOabSy64eUt1hqmjZ7R.jpg,330,2026-03-29 20:11:22.878,2026-03-29 20:11:22.742,4.9950004,136.0
frame_000331_jpg.rf.cAZ8IBvKbPaLSEDXKPEb.jpg,331,2026-03-29 20:11:22.912,2026-03-29 20:11:23.048,4.9950004,136.0
frame_000332_jpg.rf.kGhB6pRquC58KEmdVnQz.jpg,332,2026-03-29 20:11:22.945,2026-03-29 20:11:23.048,4.9950004,103.0
frame_000333_jpg.rf.8nKT5pE1C2LyMcDSOE7W.jpg,333,2026-03-29 20:11:22.978,2026-03-29 20:11:23.048,4.9950004,70.0
frame_000334_jpg.rf.eFPfARVow4Okmb4hQatc.jpg,334,2026-03-29 20:11:23.012,2026-03-29 20:11:23.048,4.9950004,36.0
frame_000335_jpg.rf.GLo7p0dxyodyeX0p1uBe.jpg,335,2026-03-29 20:11:23.045,2026-03-29 20:11:23.048,4.9950004,3.0
frame_000336_jpg.rf.Ztr0zzgo7RFfQtLnYJxZ.jpg,336,2026-03-29 20:11:23.078,2026-03-29 20:11:23.048,4.9950004,30.0
frame_000337_jpg.rf.EoXyLVYOsbm4BFZ4zo0F.jpg,337,2026-03-29 20:11:23.111,2026-03-29 20:11:23.048,4.9950004,63.0
frame_000338_jpg.rf.MLkNrJu966J8qXRWVnGn.jpg,338,2026-03-29 20:11:23.145,2026-03-29 20:11:23.048,4.9950004,97.0
frame_000339_jpg.rf.NNEp4u6EEmwFmvMYytMN.jpg,339,2026-03-29 20:11:23.178,2026-03-29 20:11:23.048,4.9950004,130.0
frame_000340_jpg.rf.CgkyjeNE8hnv1aFwT2Mi.jpg,340,2026-03-29 20:11:23.211,2026-03-29 20:11:23.353,4.9950004,142.0
frame_000341_jpg.rf.UfNEvQo5D8ICrazRFWTE.jpg,341,2026-03-29 20:11:23.245,2026-03-29 20:11:23.353,4.9950004,108.0
frame_000342_jpg.rf.CoJmuBueYnNySiAbC0hY.jpg,342,2026-03-29 20:11:23.278,2026-03-29 20:11:23.353,4.9950004,75.0
frame_000343_jpg.rf.k0692T4c38m6YTpK0mCL.jpg,343,2026-03-29 20:11:23.311,2026-03-29 20:11:23.353,4.9950004,42.0
frame_000344_jpg.rf.18i1GTBLgTQHuvlkMGXm.jpg,344,2026-03-29 20:11:23.345,2026-03-29 20:11:23.353,4.9950004,8.0
frame_000345_jpg.rf.4YL6vIFr7MzN6EanjcuU.jpg,345,2026-03-29 20:11:23.378,2026-03-29 20:11:23.353,4.9950004,25.0
frame_000346_jpg.rf.6SdknkPqQ1B0OOaKNGLF.jpg,346,2026-03-29 20:11:23.411,2026-03-29 20:11:23.353,4.9950004,58.0
frame_000347_jpg.rf.TjL55yQZpmaWuydmzKWy.jpg,347,2026-03-29 20:11:23.444,2026-03-29 20:11:23.353,4.9950004,91.0
frame_000348_jpg.rf.P0BrAcYxuryBQYTxinDk.jpg,348,2026-03-29 20:11:23.478,2026-03-29 20:11:23.353,4.9950004,125.0
frame_000349_jpg.rf.u9ySe3Bxv8b5Zp9qPh4g.jpg,349,2026-03-29 20:11:23.511,2026-03-29 20:11:23.658,6.0075,147.0
frame_000350_jpg.rf.OSnycydEmIVRxqy98ux7.jpg,350,2026-03-29 20:11:23.544,2026-03-29 20:11:23.658,6.0075,114.0
frame_000351_jpg.rf.UIBSFxO7HdgklHTdGgpS.jpg,351,2026-03-29 20:11:23.578,2026-03-29 20:11:23.658,6.0075,80.0
frame_000352_jpg.rf.j6m9TZC4ipHXUQczifjU.jpg,352,2026-03-29 20:11:23.611,2026-03-29 20:11:23.658,6.0075,47.0
frame_000493_jpg.rf.kZcfMpqJRYyYY0YR85W0.jpg,493,2026-03-29 20:11:28.305,2026-03-29 20:11:28.197,31.995,108.0
frame_000494_jpg.rf.c8eccre8iW1GNp3nioRv.jpg,494,2026-03-29 20:11:28.338,2026-03-29 20:11:28.197,31.995,141.0
frame_000495_jpg.rf.W3Eh00DyjnYaF7diI9PN.jpg,495,2026-03-29 20:11:28.372,2026-03-29 20:11:28.500,139.99501,128.0
frame_000496_jpg.rf.PzjssnYGrGFXsW4laKSt.jpg,496,2026-03-29 20:11:28.405,2026-03-29 20:11:28.500,139.99501,95.0
frame_000497_jpg.rf.TG2SgPNsesDQqEUxRGmx.jpg,497,2026-03-29 20:11:28.438,2026-03-29 20:11:28.500,139.99501,62.0
frame_000498_jpg.rf.PHDF0tVlasDRly5XehlZ.jpg,498,2026-03-29 20:11:28.472,2026-03-29 20:11:28.500,139.99501,28.0
frame_000499_jpg.rf.CObjQhBfJM25uSTiOp8r.jpg,499,2026-03-29 20:11:28.505,2026-03-29 20:11:28.500,139.99501,5.0
frame_000500_jpg.rf.knQ73z9J3TY7TPZ3xeyr.jpg,500,2026-03-29 20:11:28.538,2026-03-29 20:11:28.500,139.99501,38.0
frame_000501_jpg.rf.hfFLUEfkOIM6xGyLVZRz.jpg,501,2026-03-29 20:11:28.571,2026-03-29 20:11:28.500,139.99501,71.0
frame_000502_jpg.rf.SWm1LeYry9y1DJ4KbBnE.jpg,502,2026-03-29 20:11:28.605,2026-03-29 20:11:28.500,139.99501,105.0
frame_000503_jpg.rf.2wNJqrdDKXyBYCc7nJOb.jpg,503,2026-03-29 20:11:28.638,2026-03-29 20:11:28.500,139.99501,138.0
frame_000504_jpg.rf.KgvttPHttsguSGkgHIYE.jpg,504,2026-03-29 20:11:28.671,2026-03-29 20:11:28.803,324.0,132.0
frame_000505_jpg.rf.0SBPqITBoIAb39pORMwM.jpg,505,2026-03-29 20:11:28.705,2026-03-29 20:11:28.803,324.0,98.0
frame_000506_jpg.rf.gxWFPZW8XQXmcItsN42Q.jpg,506,2026-03-29 20:11:28.738,2026-03-29 20:11:28.803,324.0,65.0
frame_000507_jpg.rf.OCshEl8dBS6NYENNrXPL.jpg,507,2026-03-29 20:11:28.771,2026-03-29 20:11:28.803,324.0,32.0
frame_000508_jpg.rf.0mtwix29hXmkLWSnvbVt.jpg,508,2026-03-29 20:11:28.805,2026-03-29 20:11:28.803,324.0,2.0
frame_000509_jpg.rf.eZEqod2To1i8yyUeGz9V.jpg,509,2026-03-29 20:11:28.838,2026-03-29 20:11:28.803,324.0,35.0
frame_000510_jpg.rf.rUwpGtVfbdRjG7huXK9K.jpg,510,2026-03-29 20:11:28.871,2026-03-29 20:11:28.803,324.0,68.0
frame_000511_jpg.rf.l8YqPWnF183CfCvnISak.jpg,511,2026-03-29 20:11:28.904,2026-03-29 20:11:28.803,324.0,101.0
frame_000512_jpg.rf.yRsU7WtKkhy2d8W8Jvxq.jpg,512,2026-03-29 20:11:28.938,2026-03-29 20:11:28.803,324.0,135.0
frame_000513_jpg.rf.sMhsWfQlxwpqil8hCIEB.jpg,513,2026-03-29 20:11:28.971,2026-03-29 20:11:29.104,562.005,133.0
frame_000514_jpg.rf.MUtmQURdCAP8J8k1mOjr.jpg,514,2026-03-29 20:11:29.004,2026-03-29 20:11:29.104,562.005,100.0
frame_000515_jpg.rf.B4U8LgCvnEbjEPPf4tny.jpg,515,2026-03-29 20:11:29.038,2026-03-29 20:11:29.104,562.005,66.0
frame_000516_jpg.rf.YxqqAK4nWzfXyT4NsSmz.jpg,516,2026-03-29 20:11:29.071,2026-03-29 20:11:29.104,562.005,33.0
frame_000517_jpg.rf.hgITUeYZFviSjqd89c1d.jpg,517,2026-03-29 20:11:29.104,2026-03-29 20:11:29.104,562.005,0.0
frame_000518_jpg.rf.MvZFQKOpWEM1SHD1eRhQ.jpg,518,2026-03-29 20:11:29.137,2026-03-29 20:11:29.104,562.005,33.0
frame_000519_jpg.rf.UKloIseWRSmWIXWI8diM.jpg,519,2026-03-29 20:11:29.171,2026-03-29 20:11:29.104,562.005,67.0
frame_000520_jpg.rf.N0G0vpkK65bvIYGcFqp0.jpg,520,2026-03-29 20:11:29.204,2026-03-29 20:11:29.104,562.005,100.0
frame_000521_jpg.rf.Vl84NCtlQSQsVL6Hsz3f.jpg,521,2026-03-29 20:11:29.237,2026-03-29 20:11:29.104,562.005,133.0
frame_000522_jpg.rf.T6zhtDTIvn5EcIRdRrsl.jpg,522,2026-03-29 20:11:29.271,2026-03-29 20:11:29.406,567.0,135.0
frame_000523_jpg.rf.coUKgkIZFynNY24HI65q.jpg,523,2026-03-29 20:11:29.304,2026-03-29 20:11:29.406,567.0,102.0
frame_000524_jpg.rf.fMqraKrVWsUCc2VWXY0d.jpg,524,2026-03-29 20:11:29.337,2026-03-29 20:11:29.406,567.0,69.0
frame_000525_jpg.rf.LyfpDHgl3jEiBF7E5suo.jpg,525,2026-03-29 20:11:29.370,2026-03-29 20:11:29.406,567.0,36.0
frame_000526_jpg.rf.qzGvHZ7UPFfFQcrSMAPU.jpg,526,2026-03-29 20:11:29.404,2026-03-29 20:11:29.406,567.0,2.0
frame_000527_jpg.rf.fChbs4lg1hKl9iE6qBkr.jpg,527,2026-03-29 20:11:29.437,2026-03-29 20:11:29.406,567.0,31.0
frame_000528_jpg.rf.nikMg2CBfSLu6Q6e9ew3.jpg,528,2026-03-29 20:11:29.470,2026-03-29 20:11:29.406,567.0,64.0
frame_000529_jpg.rf.nZuoEw1vvBTDpjUh9QKp.jpg,529,2026-03-29 20:11:29.504,2026-03-29 20:11:29.406,567.0,98.0
frame_000530_jpg.rf.1xnCsUx05VbB92Gp6m1T.jpg,530,2026-03-29 20:11:29.537,2026-03-29 20:11:29.406,567.0,131.0
frame_000531_jpg.rf.xoXNi0oAZwaIoeIjSbni.jpg,531,2026-03-29 20:11:29.570,2026-03-29 20:11:29.712,569.025,142.0
frame_000532_jpg.rf.EULtwZ10cy0yZPkDwRoV.jpg,532,2026-03-29 20:11:29.604,2026-03-29 20:11:29.712,569.025,108.0
frame_000533_jpg.rf.Kll9pF54f72FRZndPcUS.jpg,533,2026-03-29 20:11:29.637,2026-03-29 20:11:29.712,569.025,75.0
frame_000534_jpg.rf.xT7KnPgPX7wDhB13aNjK.jpg,534,2026-03-29 20:11:29.670,2026-03-29 20:11:29.712,569.025,42.0
frame_000535_jpg.rf.hSTeEMlR8n7gE38azZRn.jpg,535,2026-03-29 20:11:29.703,2026-03-29 20:11:29.712,569.025,9.0
frame_000536_jpg.rf.GgFMKzswVEwCq8LwqFBB.jpg,536,2026-03-29 20:11:29.737,2026-03-29 20:11:29.712,569.025,25.0
frame_000561_jpg.rf.w4CwuunEpSfhlDjwTgvo.jpg,561,2026-03-29 20:11:30.569,2026-03-29 20:11:30.626,565.98755,57.0
frame_000562_jpg.rf.H0NYFvRh4LiAwgzUPpfX.jpg,562,2026-03-29 20:11:30.602,2026-03-29 20:11:30.626,565.98755,24.0
frame_000563_jpg.rf.7qzlY3avZoIodMAj70f4.jpg,563,2026-03-29 20:11:30.636,2026-03-29 20:11:30.626,565.98755,10.0
frame_000564_jpg.rf.P1b2HVUwtxJg9FklnkS6.jpg,564,2026-03-29 20:11:30.669,2026-03-29 20:11:30.626,565.98755,43.0
frame_000565_jpg.rf.c3CQD7bDeROUdzS2hf3w.jpg,565,2026-03-29 20:11:30.702,2026-03-29 20:11:30.626,565.98755,76.0
frame_000566_jpg.rf.Uf52KZZEG2k27IOHiMDP.jpg,566,2026-03-29 20:11:30.735,2026-03-29 20:11:30.626,565.98755,109.0
frame_000567_jpg.rf.t98tQMS8O3rmKcToDOR0.jpg,567,2026-03-29 20:11:30.769,2026-03-29 20:11:30.626,565.98755,143.0
frame_000568_jpg.rf.FOQywLroYZJXxFyt15C3.jpg,568,2026-03-29 20:11:30.802,2026-03-29 20:11:30.929,565.98755,127.0
frame_000569_jpg.rf.Jyy9fZCOMWC1QGHUdA4b.jpg,569,2026-03-29 20:11:30.835,2026-03-29 20:11:30.929,565.98755,94.0
frame_000570_jpg.rf.vllqzvWnM0G5G6FSPDHz.jpg,570,2026-03-29 20:11:30.869,2026-03-29 20:11:30.929,565.98755,60.0
frame_000571_jpg.rf.XMyZ8Ag0n6ZGvZ3gUSEP.jpg,571,2026-03-29 20:11:30.902,2026-03-29 20:11:30.929,565.98755,27.0
frame_000572_jpg.rf.6onZhM9FKJbf48pZwHag.jpg,572,2026-03-29 20:11:30.935,2026-03-29 20:11:30.929,565.98755,6.0
frame_000573_jpg.rf.sgHm8Qm8WuIok9XPBGcp.jpg,573,2026-03-29 20:11:30.969,2026-03-29 20:11:30.929,565.98755,40.0
frame_000574_jpg.rf.VqeJELeu9wsKIYF4qnhU.jpg,574,2026-03-29 20:11:31.002,2026-03-29 20:11:30.929,565.98755,73.0
frame_000575_jpg.rf.zk0HfktB7bD2pfdsARyg.jpg,575,2026-03-29 20:11:31.035,2026-03-29 20:11:30.929,565.98755,106.0
frame_000576_jpg.rf.0NRPHYYYTc9ssB3LYR8g.jpg,576,2026-03-29 20:11:31.068,2026-03-29 20:11:30.929,565.98755,139.0
frame_000577_jpg.rf.dBBUWf3ABjNUBAptbnWU.jpg,577,2026-03-29 20:11:31.102,2026-03-29 20:11:31.234,565.98755,132.0
frame_000578_jpg.rf.WEIB4HCywGL48oq7EGfP.jpg,578,2026-03-29 20:11:31.135,2026-03-29 20:11:31.234,565.98755,99.0
frame_000579_jpg.rf.fFFZGmYJLR3bGbSNmNJn.jpg,579,2026-03-29 20:11:31.168,2026-03-29 20:11:31.234,565.98755,66.0
frame_000580_jpg.rf.rA3Z6fi4PkpjQp3VgHy2.jpg,580,2026-03-29 20:11:31.202,2026-03-29 20:11:31.234,565.98755,32.0
frame_000581_jpg.rf.Pcb7cCYqvVXgPJGuhOc3.jpg,581,2026-03-29 20:11:31.235,2026-03-29 20:11:31.234,565.98755,1.0
frame_000582_jpg.rf.l4bOGoMeWwYGjuVx5EGl.jpg,582,2026-03-29 20:11:31.268,2026-03-29 20:11:31.234,565.98755,34.0
frame_000583_jpg.rf.1D1NGXgEF5eZrBaY86e2.jpg,583,2026-03-29 20:11:31.301,2026-03-29 20:11:31.234,565.98755,67.0
frame_000584_jpg.rf.eblWfjQeeolJTEOfn1Fn.jpg,584,2026-03-29 20:11:31.335,2026-03-29 20:11:31.234,565.98755,101.0
frame_000585_jpg.rf.Hx9gWhNu4oAXUuvohfpK.jpg,585,2026-03-29 20:11:31.368,2026-03-29 20:11:31.234,565.98755,134.0
frame_000586_jpg.rf.mX34iujfT1reo212M0fv.jpg,586,2026-03-29 20:11:31.401,2026-03-29 20:11:31.537,564.97504,136.0
frame_000587_jpg.rf.HvOOfA7Jt6oqK9EufQas.jpg,587,2026-03-29 20:11:31.435,2026-03-29 20:11:31.537,564.97504,102.0
frame_000588_jpg.rf.zeEupI7dnWhJlDjwlKhT.jpg,588,2026-03-29 20:11:31.468,2026-03-29 20:11:31.537,564.97504,69.0
frame_000589_jpg.rf.WmyOvsyUC6dbUPKgz2rW.jpg,589,2026-03-29 20:11:31.501,2026-03-29 20:11:31.537,564.97504,36.0
frame_000590_jpg.rf.KgFCJYZX0DwY28E0GxjF.jpg,590,2026-03-29 20:11:31.535,2026-03-29 20:11:31.537,564.97504,2.0
frame_000591_jpg.rf.6w5JlLTZlPzZHMtKtqkW.jpg,591,2026-03-29 20:11:31.568,2026-03-29 20:11:31.537,564.97504,31.0
frame_000592_jpg.rf.IRzJUSltHZ5kPlRDPlfO.jpg,592,2026-03-29 20:11:31.601,2026-03-29 20:11:31.537,564.97504,64.0
frame_000593_jpg.rf.bcWdtIYhezHGQJtTSK5O.jpg,593,2026-03-29 20:11:31.634,2026-03-29 20:11:31.537,564.97504,97.0
frame_000594_jpg.rf.jaiXkkaMfK8LnpthbNsu.jpg,594,2026-03-29 20:11:31.668,2026-03-29 20:11:31.537,564.97504,131.0
frame_000595_jpg.rf.MhoYvPF8wM25vbMQUAmI.jpg,595,2026-03-29 20:11:31.701,2026-03-29 20:11:31.841,565.98755,140.0
frame_000596_jpg.rf.OmTyEzRYm8eUSbDoSf75.jpg,596,2026-03-29 20:11:31.734,2026-03-29 20:11:31.841,565.98755,107.0
frame_000597_jpg.rf.lyRh12dibn93CJ2gIYa5.jpg,597,2026-03-29 20:11:31.768,2026-03-29 20:11:31.841,565.98755,73.0
frame_000598_jpg.rf.WVqBBBUv9aqBTp5JcDTi.jpg,598,2026-03-29 20:11:31.801,2026-03-29 20:11:31.841,565.98755,40.0
frame_000599_jpg.rf.xJ6fjY02co49Clmzojjn.jpg,599,2026-03-29 20:11:31.834,2026-03-29 20:11:31.841,565.98755,7.0
frame_000600_jpg.rf.Uj4nHWYaZv1MzKePNSwG.jpg,600,2026-03-29 20:11:31.867,2026-03-29 20:11:31.841,565.98755,26.0
frame_000601_jpg.rf.pnkPTEvY9eHxhb1m2lXT.jpg,601,2026-03-29 20:11:31.901,2026-03-29 20:11:31.841,565.98755,60.0
frame_000602_jpg.rf.SaaNyb5WalPn7KgvSQn8.jpg,602,2026-03-29 20:11:31.934,2026-03-29 20:11:31.841,565.98755,93.0
frame_000603_jpg.rf.wVP6JQoGhBt1ciXSwdib.jpg,603,2026-03-29 20:11:31.967,2026-03-29 20:11:31.841,565.98755,126.0
frame_000604_jpg.rf.Oj9XR16SUgvr0wdfam1r.jpg,604,2026-03-29 20:11:32.001,2026-03-29 20:11:32.146,565.98755,145.0
frame_000605_jpg.rf.BFvcEnhL3zZhArWJ7E2h.jpg,605,2026-03-29 20:11:32.034,2026-03-29 20:11:32.146,565.98755,112.0
frame_000606_jpg.rf.IL3VFrlLOsFTMX3DrFca.jpg,606,2026-03-29 20:11:32.067,2026-03-29 20:11:32.146,565.98755,79.0
frame_000607_jpg.rf.kUObmZ30pT0T7CbBZ8ri.jpg,607,2026-03-29 20:11:32.100,2026-03-29 20:11:32.146,565.98755,46.0
frame_000608_jpg.rf.5hvTwfQzftDbzMlSqJSD.jpg,608,2026-03-29 20:11:32.134,2026-03-29 20:11:32.146,565.98755,12.0
frame_000609_jpg.rf.SzQjcP0kSzxp9NmnjRy9.jpg,609,2026-03-29 20:11:32.167,2026-03-29 20:11:32.146,565.98755,21.0
frame_000610_jpg.rf.T6Du97eptkrjRoh5Bpx3.jpg,610,2026-03-29 20:11:32.200,2026-03-29 20:11:32.146,565.98755,54.0
frame_000611_jpg.rf.bgnA15Ud0JjqHuC1HKmf.jpg,611,2026-03-29 20:11:32.234,2026-03-29 20:11:32.146,565.98755,88.0
frame_000612_jpg.rf.2FkQh9CsAzgw9t8wUrme.jpg,612,2026-03-29 20:11:32.267,2026-03-29 20:11:32.146,565.98755,121.0
frame_000613_jpg.rf.btIJGLgTXxj5nsdMuo7v.jpg,613,2026-03-29 20:11:32.300,2026-03-29 20:11:32.447,567.0,147.0
frame_000614_jpg.rf.K9ZSz5sPZkxgbBWMGAKG.jpg,614,2026-03-29 20:11:32.334,2026-03-29 20:11:32.447,567.0,113.0
frame_000615_jpg.rf.FtZbNxTjH81tkrsVKtFL.jpg,615,2026-03-29 20:11:32.367,2026-03-29 20:11:32.447,567.0,80.0
frame_000616_jpg.rf.g5tc7E3AUljDINQKnQkl.jpg,616,2026-03-29 20:11:32.400,2026-03-29 20:11:32.447,567.0,47.0
frame_000617_jpg.rf.Iv9C11uwQR3syeHCQsPn.jpg,617,2026-03-29 20:11:32.433,2026-03-29 20:11:32.447,567.0,14.0
frame_000618_jpg.rf.S1t66CaatAM9ffAbVAYz.jpg,618,2026-03-29 20:11:32.467,2026-03-29 20:11:32.447,567.0,20.0
frame_000619_jpg.rf.9sPF73CWqebSQH0ehaws.jpg,619,2026-03-29 20:11:32.500,2026-03-29 20:11:32.447,567.0,53.0
frame_000620_jpg.rf.iR4wE9d0dw9lCWPX71JO.jpg,620,2026-03-29 20:11:32.533,2026-03-29 20:11:32.447,567.0,86.0
